=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.09.02 16:22:36 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,
,,,,,,,
Tiempo ,CONTROL,VELOCIDA,REFERENC,,,,
3.725,2.881,3.947,4,,,,
3.73,2.831,4.003,4,,,,
3.735,2.823,4.01,4,,,,
3.74,2.847,3.985,4,,,,
3.745,2.857,3.975,4,,,,
3.75,2.777,4.06,4,,,,
3.755,2.783,4.05,4,,,,
3.76,2.834,3.995,4,,,,
3.765,2.841,3.988,4,,,,
3.77,2.813,4.017,4,,,,
3.775,2.838,3.99,4,,,,
3.78,2.887,3.94,4,,,,
3.785,2.83,4.003,4,,,,
3.79,2.803,4.03,4,,,,
3.795,2.826,4.005,4,,,,
3.8,2.843,3.988,4,,,,
3.805,2.78,4.053,4,,,,
3.81,2.799,4.03,4,,,,
3.815,2.856,3.97,4,,,,
3.82,2.869,3.957,4,,,,
3.825,2.816,4.015,4,,,,
3.83,2.823,4.008,4,,,,
3.835,2.858,3.97,4,,,,
3.84,2.824,4.008,4,,,,
3.845,2.787,4.045,4,,,,
3.85,2.826,4.003,4,,,,
3.855,2.85,3.977,4,,,,
3.86,2.803,4.027,4,,,,
3.865,2.816,4.012,4,,,,
3.87,2.868,3.957,4,,,,
3.875,2.875,3.952,4,,,,
3.88,2.808,4.025,4,,,,
3.885,2.802,4.03,4,,,,
3.89,2.843,3.985,4,,,,
3.895,2.823,4.008,4,,,,
3.9,2.788,4.043,4,,,,
3.905,2.825,4.003,4,,,,
3.91,2.863,3.963,4,,,,
3.915,2.81,4.02,4,,,,
3.92,2.823,4.005,4,,,,
3.925,2.859,3.967,4,,,,
3.93,2.866,3.963,4,,,,
3.935,2.788,4.045,4,,,,
3.94,2.79,4.04,4,,,,
3.945,2.829,3.997,4,,,,
3.95,2.82,4.008,4,,,,
3.955,2.795,4.033,4,,,,
3.96,2.834,3.99,4,,,,
3.965,2.869,3.955,4,,,,
3.97,2.828,4,4,,,,
3.975,2.83,3.997,4,,,,
3.98,2.852,3.975,4,,,,
3.985,2.849,3.98,4,,,,
3.99,2.78,4.053,4,,,,
3.995,2.779,4.05,4,,,,
4,2.825,4,4,,,,
4.005,2.83,3.995,4,,,,
4.01,2.811,4.015,4,,,,
4.015,2.834,3.99,4,,,,
4.02,2.875,3.947,4,,,,
4.025,2.835,3.993,4,,,,
4.03,2.828,4,4,,,,
4.035,2.845,3.983,4,,,,
4.04,2.851,3.977,4,,,,
4.045,2.784,4.047,4,,,,
4.05,2.784,4.045,4,,,,
4.055,2.825,4,4,,,,
4.06,2.84,3.985,4,,,,
4.065,2.809,4.017,4,,,,
4.07,2.842,3.983,4,,,,
4.075,2.882,3.943,4,,,,
4.08,2.834,3.995,4,,,,
4.085,2.817,4.012,4,,,,
4.09,2.846,3.983,4,,,,
4.095,2.844,3.985,4,,,,
4.1,2.775,4.057,4,,,,
4.105,2.779,4.05,4,,,,
4.11,2.834,3.99,4,,,,
4.115,2.835,3.99,4,,,,
4.12,2.811,4.015,4,,,,
4.125,2.839,3.985,4,,,,
4.13,2.874,3.95,4,,,,
4.135,2.828,4,4,,,,
4.14,2.814,4.015,4,,,,
4.145,2.835,3.993,4,,,,
4.15,2.838,3.99,4,,,,
4.155,2.771,4.06,4,,,,
4.16,2.787,4.04,4,,,,
4.165,2.843,3.98,4,,,,
4.17,2.851,3.972,4,,,,
4.175,2.819,4.008,4,,,,
4.18,2.835,3.99,4,,,,
4.185,2.867,3.957,4,,,,
4.19,2.831,3.997,4,,,,
4.195,2.804,4.025,4,,,,
4.2,2.822,4.005,4,,,,
4.205,2.836,3.99,4,,,,
4.21,2.781,4.047,4,,,,
4.215,2.791,4.035,4,,,,
4.22,2.847,3.975,4,,,,
4.225,2.863,3.96,4,,,,
4.23,2.817,4.01,4,,,,
4.235,2.828,3.997,4,,,,
4.24,2.857,3.967,4,,,,
4.245,2.818,4.01,4,,,,
4.25,2.793,4.035,4,,,,
4.255,2.828,3.997,4,,,,
4.26,2.845,3.98,4,,,,
4.265,2.79,4.037,4,,,,
4.27,2.803,4.023,4,,,,
4.275,2.862,3.96,4,,,,
4.28,2.866,3.957,4,,,,
4.285,2.82,4.008,4,,,,
4.29,2.825,4.003,4,,,,
4.295,2.854,3.972,4,,,,
4.3,2.826,4.003,4,,,,
4.305,2.797,4.033,4,,,,
4.31,2.824,4.003,4,,,,
4.315,2.843,3.983,4,,,,
4.32,2.791,4.037,4,,,,
4.325,2.809,4.017,4,,,,
4.33,2.861,3.963,4,,,,
4.335,2.868,3.957,4,,,,
4.34,2.807,4.023,4,,,,
4.345,2.806,4.023,4,,,,
4.35,2.836,3.99,4,,,,
4.355,2.815,4.012,4,,,,
4.36,2.79,4.037,4,,,,
4.365,2.824,4,4,,,,
4.37,2.851,3.972,4,,,,
4.375,2.804,4.023,4,,,,
4.38,2.817,4.008,4,,,,
4.385,2.86,3.963,4,,,,
4.39,2.867,3.957,4,,,,
4.395,2.804,4.025,4,,,,
4.4,2.801,4.027,4,,,,
4.405,2.83,3.995,4,,,,
4.41,2.821,4.005,4,,,,
4.415,2.792,4.035,4,,,,
4.42,2.836,3.988,4,,,,
4.425,2.861,3.963,4,,,,
4.43,2.81,4.017,4,,,,
4.435,2.823,4.003,4,,,,
4.44,2.869,3.955,4,,,,
4.445,2.874,3.952,4,,,,
4.45,2.797,4.035,4,,,,
4.455,2.797,4.033,4,,,,
4.46,2.834,3.993,4,,,,
4.465,2.82,4.008,4,,,,
4.47,2.793,4.035,4,,,,
4.475,2.842,3.983,4,,,,
4.48,2.872,3.952,4,,,,
4.485,2.824,4.005,4,,,,
4.49,2.826,4.003,4,,,,
4.495,2.862,3.965,4,,,,
4.5,2.861,3.967,4,,,,
4.505,2.791,4.043,4,,,,
4.51,2.786,4.045,4,,,,
4.515,2.824,4.003,4,,,,
4.52,2.827,4,4,,,,
4.525,2.807,4.02,4,,,,
4.53,2.843,3.983,4,,,,
4.535,2.887,3.938,4,,,,
4.54,2.837,3.993,4,,,,
4.545,2.826,4.005,4,,,,
4.55,2.849,3.98,4,,,,
4.555,2.853,3.977,4,,,,
4.56,2.787,4.047,4,,,,
4.565,2.784,4.047,4,,,,
4.57,2.834,3.993,4,,,,
4.575,2.849,3.977,4,,,,
4.58,2.822,4.008,4,,,,
4.585,2.848,3.98,4,,,,
4.59,2.899,3.928,4,,,,
4.595,2.833,4,4,,,,
4.6,2.819,4.015,4,,,,
4.605,2.842,3.99,4,,,,
4.61,2.848,3.985,4,,,,
4.615,2.778,4.057,4,,,,
4.62,2.79,4.043,4,,,,
4.625,2.855,3.972,4,,,,
4.63,2.864,3.965,4,,,,
4.635,2.827,4.005,4,,,,
4.64,2.846,3.985,4,,,,
4.645,2.886,3.945,4,,,,
4.65,2.838,3.997,4,,,,
4.655,2.802,4.035,4,,,,
4.66,2.834,4,4,,,,
4.665,2.846,3.988,4,,,,
4.67,2.796,4.04,4,,,,
4.675,2.818,4.015,4,,,,
4.68,2.875,3.955,4,,,,
4.685,2.875,3.957,4,,,,
4.69,2.822,4.015,4,,,,
4.695,2.821,4.015,4,,,,
4.7,2.856,3.977,4,,,,
4.705,2.828,4.008,4,,,,
4.71,2.799,4.037,4,,,,
4.715,2.833,4,4,,,,
4.72,2.867,3.965,4,,,,
4.725,2.823,4.012,4,,,,
4.73,2.839,3.995,4,,,,
4.735,2.871,3.963,4,,,,
4.74,2.873,3.963,4,,,,
4.745,2.795,4.045,4,,,,
4.75,2.793,4.045,4,,,,
4.755,2.841,3.993,4,,,,
4.76,2.839,3.995,4,,,,
4.765,2.811,4.025,4,,,,
4.77,2.85,3.983,4,,,,
4.775,2.89,3.943,4,,,,
4.78,2.84,3.997,4,,,,
4.785,2.821,4.017,4,,,,
4.79,2.849,3.988,4,,,,
4.795,2.849,3.988,4,,,,
4.8,2.787,4.053,4,,,,
4.805,2.804,4.033,4,,,,
4.81,2.86,3.972,4,,,,
4.815,2.871,3.963,4,,,,
4.82,2.827,4.01,4,,,,
4.825,2.829,4.008,4,,,,
4.83,2.853,3.983,4,,,,
4.835,2.822,4.015,4,,,,
4.84,2.807,4.03,4,,,,
4.845,2.837,3.997,4,,,,
4.85,2.866,3.967,4,,,,
4.855,2.824,4.012,4,,,,
4.86,2.833,4.003,4,,,,
4.865,2.874,3.96,4,,,,
4.87,2.876,3.96,4,,,,
4.875,2.801,4.04,4,,,,
4.88,2.792,4.047,4,,,,
4.885,2.837,3.997,4,,,,
4.89,2.845,3.99,4,,,,
4.895,2.814,4.023,4,,,,
4.9,2.856,3.977,4,,,,
4.905,2.906,3.928,4,,,,
4.91,2.849,3.99,4,,,,
4.915,2.818,4.023,4,,,,
4.92,2.851,3.988,4,,,,
4.925,2.856,3.983,4,,,,
4.93,2.787,4.055,4,,,,
4.935,2.806,4.033,4,,,,
4.94,2.867,3.967,4,,,,
4.945,2.879,3.957,4,,,,
4.95,2.833,4.008,4,,,,
4.955,2.839,4,4,,,,
4.96,2.876,3.963,4,,,,
4.965,2.834,4.008,4,,,,
4.97,2.803,4.04,4,,,,
4.975,2.841,3.997,4,,,,
4.98,2.87,3.967,4,,,,
4.985,2.824,4.017,4,,,,
4.99,2.847,3.993,4,,,,
4.995,2.876,3.963,4,,,,
5,2.876,3.965,4,,,,
5.005,2.794,4.053,4,,,,
5.01,2.796,4.047,4,,,,
5.015,2.836,4.003,4,,,,
5.02,2.848,3.99,4,,,,
5.025,2.825,4.015,4,,,,
5.03,2.846,3.993,4,,,,
5.035,2.882,3.955,4,,,,
5.04,2.848,3.993,4,,,,
5.045,2.813,4.03,4,,,,
5.05,2.838,4.003,4,,,,
5.055,2.866,3.972,4,,,,
5.06,2.805,4.037,4,,,,
5.065,2.832,4.008,4,,,,
5.07,2.878,3.96,4,,,,
5.075,2.885,3.955,4,,,,
5.08,2.807,4.037,4,,,,
5.085,2.805,4.037,4,,,,
5.09,2.844,3.995,4,,,,
5.095,2.837,4.003,4,,,,
5.1,2.818,4.023,4,,,,
5.105,2.863,3.975,4,,,,
5.11,2.902,3.935,4,,,,
5.115,2.846,3.997,4,,,,
5.12,2.831,4.012,4,,,,
5.125,2.852,3.99,4,,,,
5.13,2.858,3.985,4,,,,
5.135,2.793,4.053,4,,,,
5.14,2.812,4.03,4,,,,
5.145,2.871,3.967,4,,,,
5.15,2.885,3.955,4,,,,
5.155,2.829,4.015,4,,,,
5.16,2.826,4.017,4,,,,
5.165,2.861,3.98,4,,,,
5.17,2.836,4.008,4,,,,
5.175,2.804,4.04,4,,,,
5.18,2.848,3.993,4,,,,
5.185,2.884,3.955,4,,,,
5.19,2.841,4.003,4,,,,
5.195,2.838,4.005,4,,,,
5.2,2.862,3.98,4,,,,
5.205,2.866,3.977,4,,,,
5.21,2.787,4.06,4,,,,
5.215,2.796,4.047,4,,,,
5.22,2.864,3.975,4,,,,
5.225,2.875,3.965,4,,,,
5.23,2.828,4.015,4,,,,
5.235,2.837,4.005,4,,,,
5.24,2.859,3.983,4,,,,
5.245,2.833,4.01,4,,,,
5.25,2.808,4.035,4,,,,
5.255,2.867,3.972,4,,,,
5.26,2.907,3.932,4,,,,
5.265,2.886,3.957,4,,,,
5.27,2.93,3.915,4,,,,
5.275,3.004,3.842,4,,,,
5.28,3.029,3.825,4,,,,
5.285,3.02,3.845,4,,,,
5.29,3.081,3.79,4,,,,
5.295,3.128,3.753,4,,,,
5.3,3.115,3.78,4,,,,
5.305,3.18,3.725,4,,,,
5.31,3.231,3.688,4,,,,
5.315,3.163,3.775,4,,,,
5.32,3.2,3.75,4,,,,
5.325,3.295,3.665,4,,,,
5.33,3.262,3.717,4,,,,
5.335,3.258,3.737,4,,,,
5.34,3.323,3.685,4,,,,
5.345,3.338,3.688,4,,,,
5.35,3.33,3.713,4,,,,
5.355,3.367,3.69,4,,,,
5.36,3.379,3.695,4,,,,
5.365,3.398,3.693,4,,,,
5.37,3.424,3.683,4,,,,
5.375,3.412,3.713,4,,,,
5.38,3.418,3.722,4,,,,
5.385,3.481,3.672,4,,,,
5.39,3.47,3.702,4,,,,
5.395,3.43,3.76,4,,,,
5.4,3.489,3.713,4,,,,
5.405,3.543,3.672,4,,,,
5.41,3.484,3.753,4,,,,
5.415,3.504,3.745,4,,,,
5.42,3.532,3.73,4,,,,
5.425,3.503,3.775,4,,,,
5.43,3.547,3.742,4,,,,
5.435,3.587,3.715,4,,,,
5.44,3.511,3.81,4,,,,
5.445,3.516,3.815,4,,,,
5.45,3.591,3.747,4,,,,
5.455,3.588,3.765,4,,,,
5.46,3.572,3.795,4,,,,
5.465,3.609,3.767,4,,,,
5.47,3.598,3.793,4,,,,
5.475,3.556,3.848,4,,,,
5.48,3.595,3.815,4,,,,
5.485,3.622,3.798,4,,,,
5.49,3.578,3.855,4,,,,
5.495,3.6,3.84,4,,,,
5.5,3.659,3.787,4,,,,
5.505,3.62,3.84,4,,,,
5.51,3.609,3.86,4,,,,
5.515,3.641,3.835,4,,,,
5.52,3.642,3.842,4,,,,
5.525,3.6,3.895,4,,,,
5.53,3.625,3.875,4,,,,
5.535,3.646,3.86,4,,,,
5.54,3.589,3.928,4,,,,
5.545,3.593,3.928,4,,,,
5.55,3.642,3.88,4,,,,
5.555,3.639,3.89,4,,,,
5.56,3.609,3.928,4,,,,
5.565,3.644,3.895,4,,,,
5.57,3.669,3.875,4,,,,
5.575,3.599,3.955,4,,,,
5.58,3.608,3.947,4,,,,
5.585,3.652,3.905,4,,,,
5.59,3.645,3.918,4,,,,
5.595,3.611,3.957,4,,,,
5.6,3.659,3.91,4,,,,
5.605,3.674,3.9,4,,,,
5.61,3.609,3.972,4,,,,
5.615,3.618,3.965,4,,,,
5.62,3.675,3.907,4,,,,
5.625,3.654,3.935,4,,,,
5.63,3.631,3.963,4,,,,
5.635,3.681,3.913,4,,,,
5.64,3.702,3.895,4,,,,
5.645,3.631,3.975,4,,,,
5.65,3.666,3.94,4,,,,
5.655,3.722,3.885,4,,,,
5.66,3.709,3.905,4,,,,
5.665,3.685,3.935,4,,,,
5.67,3.737,3.885,4,,,,
5.675,3.743,3.885,4,,,,
5.68,3.679,3.957,4,,,,
5.685,3.691,3.947,4,,,,
5.69,3.738,3.902,4,,,,
5.695,3.709,3.938,4,,,,
5.7,3.688,3.963,4,,,,
5.705,3.727,3.925,4,,,,
5.71,3.728,3.928,4,,,,
5.715,3.662,4,4,,,,
5.72,3.686,3.975,4,,,,
5.725,3.719,3.943,4,,,,
5.73,3.715,3.95,4,,,,
5.735,3.691,3.977,4,,,,
5.74,3.721,3.947,4,,,,
5.745,3.748,3.923,4,,,,
5.75,3.702,3.975,4,,,,
5.755,3.703,3.975,4,,,,
5.76,3.731,3.947,4,,,,
5.765,3.731,3.95,4,,,,
5.77,3.669,4.017,4,,,,
5.775,3.656,4.03,4,,,,
5.78,3.69,3.993,4,,,,
5.785,3.688,3.995,4,,,,
5.79,3.667,4.017,4,,,,
5.795,3.7,3.983,4,,,,
5.8,3.739,3.943,4,,,,
5.805,3.692,3.995,4,,,,
5.81,3.682,4.005,4,,,,
5.815,3.701,3.985,4,,,,
5.82,3.705,3.983,4,,,,
5.825,3.631,4.06,4,,,,
5.83,3.642,4.045,4,,,,
5.835,3.697,3.985,4,,,,
5.84,3.708,3.975,4,,,,
5.845,3.671,4.015,4,,,,
5.85,3.689,3.995,4,,,,
5.855,3.728,3.955,4,,,,
5.86,3.673,4.015,4,,,,
5.865,3.645,4.043,4,,,,
5.87,3.684,4,4,,,,
5.875,3.698,3.985,4,,,,
5.88,3.651,4.035,4,,,,
5.885,3.676,4.008,4,,,,
5.89,3.714,3.967,4,,,,
5.895,3.703,3.98,4,,,,
5.9,3.637,4.05,4,,,,
5.905,3.629,4.055,4,,,,
5.91,3.67,4.01,4,,,,
5.915,3.669,4.01,4,,,,
5.92,3.662,4.017,4,,,,
5.925,3.685,3.993,4,,,,
5.93,3.719,3.957,4,,,,
5.935,3.68,4,4,,,,
5.94,3.656,4.025,4,,,,
5.945,3.667,4.012,4,,,,
5.95,3.678,4,4,,,,
5.955,3.62,4.06,4,,,,
5.96,3.636,4.04,4,,,,
5.965,3.692,3.98,4,,,,
5.97,3.717,3.955,4,,,,
5.975,3.664,4.012,4,,,,
5.98,3.656,4.02,4,,,,
5.985,3.692,3.983,4,,,,
5.99,3.661,4.015,4,,,,
5.995,3.622,4.055,4,,,,
6,3.669,4.003,4,,,,
6.005,3.698,3.972,4,,,,
6.01,3.644,4.03,4,,,,
6.015,3.664,4.008,4,,,,
6.02,3.695,3.975,4,,,,
6.025,3.699,3.972,4,,,,
6.03,3.623,4.053,4,,,,
6.035,3.628,4.045,4,,,,
6.04,3.664,4.005,4,,,,
6.045,3.664,4.005,4,,,,
6.05,3.639,4.03,4,,,,
6.055,3.686,3.98,4,,,,
6.06,3.723,3.943,4,,,,
6.065,3.671,4,4,,,,
6.07,3.654,4.017,4,,,,
6.075,3.675,3.995,4,,,,
6.08,3.672,3.997,4,,,,
6.085,3.617,4.055,4,,,,
6.09,3.624,4.045,4,,,,
6.095,3.684,3.98,4,,,,
6.1,3.697,3.967,4,,,,
6.105,3.66,4.008,4,,,,
6.11,3.667,4,4,,,,
6.115,3.715,3.95,4,,,,
6.12,3.672,3.997,4,,,,
6.125,3.646,4.025,4,,,,
6.13,3.669,4,4,,,,
6.135,3.69,3.977,4,,,,
6.14,3.624,4.047,4,,,,
6.145,3.641,4.027,4,,,,
6.15,3.695,3.97,4,,,,
6.155,3.708,3.957,4,,,,
6.16,3.648,4.023,4,,,,
6.165,3.654,4.015,4,,,,
6.17,3.694,3.972,4,,,,
6.175,3.657,4.012,4,,,,
6.18,3.623,4.047,4,,,,
6.185,3.666,4,4,,,,
6.19,3.688,3.977,4,,,,
6.195,3.641,4.027,4,,,,
6.2,3.661,4.005,4,,,,
6.205,3.694,3.97,4,,,,
6.21,3.694,3.972,4,,,,
6.215,3.632,4.037,4,,,,
6.22,3.626,4.043,4,,,,
6.225,3.662,4.003,4,,,,
6.23,3.654,4.01,4,,,,
6.235,3.632,4.033,4,,,,
6.24,3.667,3.995,4,,,,
6.245,3.703,3.957,4,,,,
6.25,3.662,4.003,4,,,,
6.255,3.657,4.008,4,,,,
6.26,3.678,3.985,4,,,,
6.265,3.677,3.988,4,,,,
6.27,3.61,4.057,4,,,,
6.275,3.609,4.055,4,,,,
6.28,3.657,4.003,4,,,,
6.285,3.674,3.985,4,,,,
6.29,3.646,4.015,4,,,,
6.295,3.662,3.997,4,,,,
6.3,3.708,3.95,4,,,,
6.305,3.669,3.993,4,,,,
6.31,3.638,4.025,4,,,,
6.315,3.661,4,4,,,,
6.32,3.666,3.995,4,,,,
6.325,3.603,4.06,4,,,,
6.33,3.617,4.043,4,,,,
6.335,3.673,3.983,4,,,,
6.34,3.681,3.975,4,,,,
6.345,3.651,4.008,4,,,,
6.35,3.667,3.99,4,,,,
6.355,3.694,3.963,4,,,,
6.36,3.655,4.005,4,,,,
6.365,3.638,4.023,4,,,,
6.37,3.659,4,4,,,,
6.375,3.659,4,4,,,,
6.38,3.606,4.055,4,,,,
6.385,3.627,4.03,4,,,,
6.39,3.673,3.98,4,,,,
6.395,3.682,3.972,4,,,,
6.4,3.652,4.005,4,,,,
6.405,3.661,3.995,4,,,,
6.41,3.688,3.967,4,,,,
6.415,3.656,4.003,4,,,,
6.42,3.629,4.03,4,,,,
6.425,3.652,4.005,4,,,,
6.43,3.659,3.997,4,,,,
6.435,3.613,4.045,4,,,,
6.44,3.623,4.033,4,,,,
6.445,3.674,3.977,4,,,,
6.45,3.69,3.963,4,,,,
6.455,3.651,4.005,4,,,,
6.46,3.655,4,4,,,,
6.465,3.682,3.972,4,,,,
6.47,3.657,4,4,,,,
6.475,3.626,4.033,4,,,,
6.48,3.658,3.997,4,,,,
6.485,3.67,3.985,4,,,,
6.49,3.605,4.053,4,,,,
6.495,3.624,4.03,4,,,,
6.5,3.676,3.975,4,,,,
6.505,3.684,3.967,4,,,,
6.51,3.64,4.015,4,,,,
6.515,3.661,3.993,4,,,,
6.52,3.691,3.963,4,,,,
6.525,3.649,4.008,4,,,,
6.53,3.629,4.027,4,,,,
6.535,3.659,3.995,4,,,,
6.54,3.669,3.985,4,,,,
6.545,3.605,4.053,4,,,,
6.55,3.626,4.027,4,,,,
6.555,3.675,3.975,4,,,,
6.56,3.679,3.972,4,,,,
6.565,3.652,4.003,4,,,,
6.57,3.666,3.988,4,,,,
6.575,3.693,3.96,4,,,,
6.58,3.659,3.997,4,,,,
6.585,3.635,4.023,4,,,,
6.59,3.66,3.995,4,,,,
6.595,3.666,3.99,4,,,,
6.6,3.613,4.045,4,,,,
6.605,3.618,4.037,4,,,,
6.61,3.671,3.98,4,,,,
6.615,3.68,3.972,4,,,,
6.62,3.647,4.008,4,,,,
6.625,3.659,3.995,4,,,,
6.63,3.698,3.955,4,,,,
6.635,3.662,3.995,4,,,,
6.64,3.638,4.02,4,,,,
6.645,3.661,3.995,4,,,,
6.65,3.671,3.985,4,,,,
6.655,3.604,4.055,4,,,,
6.66,3.611,4.045,4,,,,
6.665,3.671,3.98,4,,,,
6.67,3.677,3.975,4,,,,
6.675,3.635,4.02,4,,,,
6.68,3.67,3.983,4,,,,
6.685,3.705,3.947,4,,,,
6.69,3.662,3.995,4,,,,
6.695,3.64,4.017,4,,,,
6.7,3.671,3.985,4,,,,
6.705,3.669,3.988,4,,,,
6.71,3.602,4.057,4,,,,
6.715,3.616,4.04,4,,,,
6.72,3.665,3.988,4,,,,
6.725,3.668,3.985,4,,,,
6.73,3.642,4.012,4,,,,
6.735,3.673,3.98,4,,,,
6.74,3.703,3.95,4,,,,
6.745,3.664,3.993,4,,,,
6.75,3.653,4.005,4,,,,
6.755,3.667,3.99,4,,,,
6.76,3.67,3.988,4,,,,
6.765,3.61,4.05,4,,,,
6.77,3.617,4.04,4,,,,
6.775,3.658,3.995,4,,,,
6.78,3.668,3.985,4,,,,
6.785,3.643,4.012,4,,,,
6.79,3.666,3.988,4,,,,
6.795,3.705,3.947,4,,,,
6.8,3.665,3.993,4,,,,
6.805,3.66,3.997,4,,,,
6.81,3.663,3.995,4,,,,
6.815,3.678,3.98,4,,,,
6.82,3.611,4.05,4,,,,
6.825,3.608,4.05,4,,,,
6.83,3.664,3.99,4,,,,
6.835,3.671,3.983,4,,,,
6.84,3.641,4.015,4,,,,
6.845,3.674,3.98,4,,,,
6.85,3.714,3.94,4,,,,
6.855,3.666,3.993,4,,,,
6.86,3.659,4,4,,,,
6.865,3.676,3.983,4,,,,
6.87,3.677,3.983,4,,,,
6.875,3.606,4.057,4,,,,
6.88,3.615,4.045,4,,,,
6.885,3.665,3.99,4,,,,
6.89,3.663,3.993,4,,,,
6.895,3.642,4.015,4,,,,
6.9,3.68,3.975,4,,,,
6.905,3.71,3.945,4,,,,
6.91,3.66,4,4,,,,
6.915,3.665,3.995,4,,,,
6.92,3.677,3.983,4,,,,
6.925,3.669,3.993,4,,,,
6.93,3.609,4.055,4,,,,
6.935,3.618,4.043,4,,,,
6.94,3.661,3.995,4,,,,
6.945,3.664,3.993,4,,,,
6.95,3.652,4.005,4,,,,
6.955,3.674,3.983,4,,,,
6.96,3.704,3.952,4,,,,
6.965,3.672,3.988,4,,,,
6.97,3.661,4,4,,,,
6.975,3.673,3.988,4,,,,
6.98,3.679,3.983,4,,,,
6.985,3.612,4.053,4,,,,
6.99,3.612,4.05,4,,,,
6.995,3.667,3.99,4,,,,
7,3.672,3.985,4,,,,
7.005,3.649,4.01,4,,,,
7.01,3.675,3.983,4,,,,
7.015,3.71,3.947,4,,,,
7.02,3.669,3.993,4,,,,
7.025,3.66,4.003,4,,,,
7.03,3.679,3.983,4,,,,
7.035,3.682,3.98,4,,,,
7.04,3.609,4.057,4,,,,
7.045,3.617,4.045,4,,,,
7.05,3.673,3.985,4,,,,
7.055,3.674,3.985,4,,,,
7.06,3.648,4.012,4,,,,
7.065,3.686,3.972,4,,,,
7.07,3.714,3.945,4,,,,
7.075,3.669,3.995,4,,,,
7.08,3.659,4.005,4,,,,
7.085,3.678,3.985,4,,,,
7.09,3.674,3.99,4,,,,
7.095,3.615,4.053,4,,,,
7.1,3.621,4.043,4,,,,
7.105,3.667,3.993,4,,,,
7.11,3.68,3.98,4,,,,
7.115,3.659,4.003,4,,,,
7.12,3.683,3.977,4,,,,
7.125,3.713,3.947,4,,,,
7.13,3.675,3.99,4,,,,
7.135,3.656,4.01,4,,,,
7.14,3.673,3.993,4,,,,
7.145,3.678,3.988,4,,,,
7.15,3.621,4.047,4,,,,
7.155,3.63,4.035,4,,,,
7.16,3.689,3.972,4,,,,
7.165,3.7,3.963,4,,,,
7.17,3.663,4.003,4,,,,
7.175,3.697,3.967,4,,,,
7.18,3.732,3.932,4,,,,
7.185,3.685,3.985,4,,,,
7.19,3.672,4,4,,,,
7.195,3.708,3.963,4,,,,
7.2,3.707,3.965,4,,,,
7.205,3.642,4.035,4,,,,
7.21,3.647,4.027,4,,,,
7.215,3.691,3.98,4,,,,
7.22,3.69,3.983,4,,,,
7.225,3.669,4.005,4,,,,
7.23,3.708,3.965,4,,,,
7.235,3.736,3.938,4,,,,
7.24,3.686,3.993,4,,,,
7.245,3.689,3.99,4,,,,
7.25,3.714,3.965,4,,,,
7.255,3.709,3.972,4,,,,
7.26,3.64,4.045,4,,,,
7.265,3.64,4.043,4,,,,
7.27,3.691,3.988,4,,,,
7.275,3.689,3.99,4,,,,
7.28,3.67,4.01,4,,,,
7.285,3.696,3.983,4,,,,
7.29,3.721,3.957,4,,,,
7.295,3.688,3.995,4,,,,
7.3,3.671,4.012,4,,,,
7.305,3.687,3.995,4,,,,
7.31,3.69,3.993,4,,,,
7.315,3.637,4.047,4,,,,
7.32,3.642,4.04,4,,,,
7.325,3.7,3.977,4,,,,
7.33,3.706,3.972,4,,,,
7.335,3.65,4.033,4,,,,
7.34,3.631,4.05,4,,,,
7.345,3.628,4.05,4,,,,
7.35,3.585,4.092,4,,,,
7.355,3.543,4.13,4,,,,
7.36,3.561,4.105,4,,,,
7.365,3.562,4.098,4,,,,
7.37,3.485,4.173,4,,,,
7.375,3.454,4.195,4,,,,
7.38,3.433,4.205,4,,,,
7.385,3.42,4.207,4,,,,
7.39,3.435,4.18,4,,,,
7.395,3.327,4.283,4,,,,
7.4,3.326,4.267,4,,,,
7.405,3.346,4.233,4,,,,
7.41,3.328,4.238,4,,,,
7.415,3.294,4.26,4,,,,
7.42,3.229,4.312,4,,,,
7.425,3.251,4.273,4,,,,
7.43,3.229,4.28,4,,,,
7.435,3.253,4.24,4,,,,
7.44,3.134,4.35,4,,,,
7.445,3.17,4.293,4,,,,
7.45,3.159,4.287,4,,,,
7.455,3.194,4.235,4,,,,
7.46,3.117,4.302,4,,,,
7.465,3.11,4.293,4,,,,
7.47,3.058,4.33,4,,,,
7.475,3.122,4.245,4,,,,
7.48,3.1,4.255,4,,,,
7.485,3.05,4.293,4,,,,
7.49,3.022,4.305,4,,,,
7.495,3.056,4.253,4,,,,
7.5,3.052,4.243,4,,,,
7.505,3.027,4.255,4,,,,
7.51,2.992,4.278,4,,,,
7.515,2.96,4.295,4,,,,
7.52,3.026,4.21,4,,,,
7.525,3,4.225,4,,,,
7.53,2.976,4.238,4,,,,
7.535,2.939,4.263,4,,,,
7.54,2.971,4.215,4,,,,
7.545,3.003,4.17,4,,,,
7.55,2.938,4.227,4,,,,
7.555,2.931,4.222,4,,,,
7.56,2.895,4.247,4,,,,
7.565,2.954,4.173,4,,,,
7.57,2.964,4.153,4,,,,
7.575,2.871,4.24,4,,,,
7.58,2.909,4.188,4,,,,
7.585,2.928,4.157,4,,,,
7.59,2.919,4.157,4,,,,
7.595,2.899,4.17,4,,,,
